stc_label	sentence	category
OUT_butane ending stocks	butane ending stocks	OUT
OUT_ins seco use	ins seco use	OUT
OUT_other beginning stocks	other beginning stocks	OUT
OUT_total sup	total sup	OUT
OUT_tree size	tree size	OUT
OUT_coalfield	coalfield	OUT
OUT_operator	operator	OUT
OUT_2006 gross production	2006 gross production	OUT
OUT_2002 production	2002 production	OUT
OUT_percent of total state cumulative production	percent of total state cumulative production	OUT
OUT_2013 production	2013 production	OUT
OUT_2011 production	2011 production	OUT
OUT_2007 production	2007 production	OUT
OUT_2008 gross production	2008 gross production	OUT
OUT_percent of state production	percent of state production	OUT
OUT_2007 gross production	2007 gross production	OUT
OUT_rank	rank	OUT
OUT_2010 gross production	2010 gross production	OUT
OUT_percent of cumulative production	percent of cumulative production	OUT
OUT_year discovered	year discovered	OUT
OUT_cumulative production	cumulative production	OUT
OUT_field	field	OUT
OUT_% total estimated recoverable reserves	% total estimated recoverable reserves	OUT
OUT_colorado pipeline only	colorado pipeline only	OUT
OUT_2002	2002	OUT
OUT_2013	2013	OUT
OUT_ind sec gpcd	ind sec gpcd	OUT
OUT_1990	1990	OUT
OUT_2001	2001	OUT
OUT_2005	2005	OUT
OUT_1994	1994	OUT
OUT_2000	2000	OUT
OUT_1998	1998	OUT
OUT_2004	2004	OUT
OUT_% total recoverable reserves at producing mines	% total recoverable reserves at producing mines	OUT
OUT_2008	2008	OUT
OUT_1993	1993	OUT
OUT_1999	1999	OUT
OUT_underground estimated recoverable reserves	underground estimated recoverable reserves	OUT
OUT_total recoverable reserves at producing mines	total recoverable reserves at producing mines	OUT
OUT_2002 rank	2002 rank	OUT
OUT_underground recoverable reserves at producing mines	underground recoverable reserves at producing mines	OUT
OUT_surface recoverable reserves at producing mines	surface recoverable reserves at producing mines	OUT
OUT_surface ownership % federal	surface ownership % federal	OUT
OUT_% total demonstrated reserve base	% total demonstrated reserve base	OUT
OUT_property type	property type	OUT
OUT_agreement	agreement	OUT
OUT_mod	mod	OUT
OUT_mineral ownership % state	mineral ownership % state	OUT
OUT_coastal zone status	coastal zone status	OUT
OUT_canada pipeline only	canada pipeline only	OUT
OUT_1st max hour	1st max hour	OUT
OUT_contact name	contact name	OUT
OUT_agree type	agree type	OUT
OUT_remediation system description	remediation system description	OUT
OUT_petro type	petro type	OUT
OUT_wyoming pipeline only	wyoming pipeline only	OUT
OUT_mineral ownership % private	mineral ownership % private	OUT
OUT_short description	short description	OUT
IN_garbage mt	garbage mt	IN
OUT_property name	property name	OUT
OUT_utah pipeline only	utah pipeline only	OUT
OUT_website	website	OUT
OUT_resid	resid	OUT
OUT_comment begin date	comment begin date	OUT
OUT_surface ownership % private	surface ownership % private	OUT
OUT_event type	event type	OUT
OUT_company city	company city	OUT
OUT_wells sup	wells sup	OUT
OUT_data identifier	data identifier	OUT
OUT_activity type code	activity type code	OUT
OUT_rep acres	rep acres	OUT
OUT_company name	company name	OUT
OUT_br mg l	br mg l	OUT
OUT_address postal code	address postal code	OUT
OUT_city	city	OUT
OUT_datum	datum	OUT
OUT_facility state	facility state	OUT
OUT_company address	company address	OUT
OUT_result status identifier	result status identifier	OUT
OUT_testing device type name	testing device type name	OUT
OUT_total state generation	total state generation	OUT
OUT_pct diff	pct diff	OUT
OUT_facility zip	facility zip	OUT
OUT_comments	comments	OUT
OUT_fe mg l	fe mg l	OUT
OUT_company zip	company zip	OUT
OUT_pa house districts	pa house districts	OUT
OUT_facility name	facility name	OUT
OUT_location 1	location 1	OUT
OUT_organization formal name	organization formal name	OUT
OUT_section part	section part	OUT
OUT_new york zip codes	new york zip codes	OUT
OUT_test result identifier	test result identifier	OUT
OUT_registration number	registration number	OUT
OUT_state	state	OUT
OUT_pa school districts	pa school districts	OUT
OUT_activity depth altitude reference point text	activity depth altitude reference point text	OUT
OUT_activity end date	activity end date	OUT
OUT_sampling feature type	sampling feature type	OUT
OUT_percent renewable	percent renewable	OUT
OUT_test method type code	test method type code	OUT
OUT_county code	county code	OUT
OUT_county name	county name	OUT
OUT_drilled depth ft	drilled depth ft	OUT
OUT_zip codes	zip codes	OUT
OUT_county	county	OUT
OUT_facility	facility	OUT
OUT_source	source	OUT
OUT_parameter code	parameter code	OUT
OUT_preparation start date	preparation start date	OUT
OUT_counties	counties	OUT
OUT_result laboratory comment text	result laboratory comment text	OUT
OUT_conventional hydroelectric	conventional hydroelectric	OUT
OUT_statistical base code	statistical base code	OUT
OUT_subject taxonomic name	subject taxonomic name	OUT
OUT_surface demonstrated reserve base	surface demonstrated reserve base	OUT
OUT_school districts	school districts	OUT
OUT_label	label	OUT
OUT_observation count	observation count	OUT
OUT_springs sup	springs sup	OUT
OUT_total dry	total dry	OUT
OUT_municipalities	municipalities	OUT
OUT_total wet after lease separation	total wet after lease separation	OUT
OUT_number of stripper oil wells	number of stripper oil wells	OUT
OUT_number of stripper gas wells	number of stripper gas wells	OUT
OUT_gas wells plugged and abandoned	gas wells plugged and abandoned	OUT
OUT_from gas wells	from gas wells	OUT
OUT_production from stripper oil wells bbls	production from stripper oil wells bbls	OUT
OUT_average daily production per well bbls	average daily production per well bbls	OUT
OUT_production from stripper gas wells thousand cf	production from stripper gas wells thousand cf	OUT
OUT_percent production from stripper oil wells	percent production from stripper oil wells	OUT
OUT_dry production	dry production	OUT
OUT_percent production from stripper gas wells	percent production from stripper gas wells	OUT
OUT_average daily production per well thousand cf	average daily production per well thousand cf	OUT
OUT_vented and flared	vented and flared	OUT
OUT_total 2002 gas production million cf	total 2002 gas production million cf	OUT
