stc_label	sentence	category
OUT_sample tissue anatomy name	sample tissue anatomy name	OUT
OUT_conventional hydroelectric	conventional hydroelectric	OUT
OUT_county	county	OUT
OUT_statistical base code	statistical base code	OUT
OUT_counties	counties	OUT
OUT_result depth altitude reference point text	result depth altitude reference point text	OUT
OUT_school districts	school districts	OUT
IN_total rev	total rev	IN
OUT_observation count	observation count	OUT
OUT_result weight basis text	result weight basis text	OUT
OUT_result particle size basis text	result particle size basis text	OUT
OUT_municipality boundary	municipality boundary	OUT
OUT_sample duration	sample duration	OUT
OUT_longitude	longitude	OUT
OUT_total dry	total dry	OUT
OUT_total wet after lease separation	total wet after lease separation	OUT
OUT_municipalities	municipalities	OUT
OUT_count	count	OUT
OUT_number of stripper oil wells	number of stripper oil wells	OUT
OUT_number of stripper gas wells	number of stripper gas wells	OUT
OUT_gas wells plugged and abandoned	gas wells plugged and abandoned	OUT
OUT_average daily production per well bbls	average daily production per well bbls	OUT
OUT_production from stripper gas wells thousand cf	production from stripper gas wells thousand cf	OUT
OUT_percent production from stripper oil wells	percent production from stripper oil wells	OUT
OUT_average daily production per well thousand cf	average daily production per well thousand cf	OUT
OUT_total 2002 gas production million cf	total 2002 gas production million cf	OUT
