stc_label	sentence	category
OUT_2008 gross production	2008 gross production	OUT
OUT_county fips code	county fips code	OUT
OUT_total rcf	total rcf	OUT
OUT_ind seco use	ind seco use	OUT
OUT_2007 production	2007 production	OUT
OUT_plant use	plant use	OUT
OUT_2013 production	2013 production	OUT
OUT_percent of total state cumulative production	percent of total state cumulative production	OUT
OUT_min	min	OUT
OUT_2002 production	2002 production	OUT
OUT_2006 gross production	2006 gross production	OUT
OUT_program location	program location	OUT
OUT_com sec gpcd	com sec gpcd	OUT
OUT_region	region	OUT
OUT_operator	operator	OUT
OUT_revolving construction fund board $	revolving construction fund board $	OUT
OUT_breeding status	breeding status	OUT
OUT_common name	common name	OUT
OUT_kind of tree	kind of tree	OUT
OUT_final disposition	final disposition	OUT
OUT_the geom	the geom	OUT
OUT_dec contact	dec contact	OUT
OUT_part	part	OUT
OUT_# of students	# of students	OUT
OUT_total cost / unit	total cost / unit	OUT
OUT_system cost	system cost	OUT
OUT_other industrial	other industrial	OUT
OUT_attendees	attendees	OUT
OUT_residential	residential	OUT
OUT_date	date	OUT
OUT_organics	organics	OUT
OUT_month	month	OUT
OUT_well code	well code	OUT
OUT_value of coal produced mill nom dollars	value of coal produced mill nom dollars	OUT
OUT_premium gas price	premium gas price	OUT
OUT_all grades gas price	all grades gas price	OUT
OUT_municipality	municipality	OUT
OUT_com price	com price	OUT
OUT_27	27	OUT
OUT_fiscal year	fiscal year	OUT
OUT_utility name	utility name	OUT
OUT_industrial	industrial	OUT
OUT_industrial deliveries	industrial deliveries	OUT
OUT_value of crude oil real dollars	value of crude oil real dollars	OUT
OUT_electric utilities	electric utilities	OUT
OUT_regular gas price	regular gas price	OUT
OUT_value of coal produced million real dollars	value of coal produced million real dollars	OUT
OUT_transportation	transportation	OUT
OUT_total price	total price	OUT
OUT_pipeline fuel	pipeline fuel	OUT
OUT_value of crude oil nominal dollars	value of crude oil nominal dollars	OUT
OUT_status	status	OUT
OUT_# of projects rcf	# of projects rcf	OUT
OUT_propane deliveries	propane deliveries	OUT
OUT_wild num	wild num	OUT
OUT_commercial	commercial	OUT
OUT_year	year	OUT
OUT_petroleum products	petroleum products	OUT
OUT_well status	well status	OUT
OUT_total all projects	total all projects	OUT
OUT_production	production	OUT
OUT_sego	sego	OUT
OUT_total funds	total funds	OUT
OUT_butane production	butane production	OUT
OUT_audience	audience	OUT
OUT_electric power	electric power	OUT
OUT_total	total	OUT
OUT_commercial deliveries	commercial deliveries	OUT
OUT_population	population	OUT
OUT_residential deliveries	residential deliveries	OUT
OUT_overseas exports	overseas exports	OUT
OUT_total deliveries to consumers	total deliveries to consumers	OUT
OUT_natural gas	natural gas	OUT
OUT_iso- butane production	iso- butane production	OUT
OUT_prod form 2	prod form 2	OUT
OUT_% of total	% of total	OUT
OUT_16	16	OUT
OUT_28	28	OUT
OUT_17	17	OUT
OUT_condensate beginning stocks	condensate beginning stocks	OUT
OUT_prod form 3	prod form 3	OUT
OUT_season	season	OUT
OUT_other beginning stocks	other beginning stocks	OUT
OUT_quantity	quantity	OUT
OUT_gasoline production	gasoline production	OUT
OUT_others	others	OUT
OUT_propane production	propane production	OUT
OUT_24	24	OUT
OUT_11	11	OUT
OUT_iso- butane ending stocks	iso- butane ending stocks	OUT
OUT_butane beginning stocks	butane beginning stocks	OUT
OUT_25	25	OUT
OUT_emery	emery	OUT
OUT_gasoline ending stocks	gasoline ending stocks	OUT
OUT_company	company	OUT
