stc_label	sentence	category
OUT_project identifier	project identifier	OUT
OUT_activity media name	activity media name	OUT
OUT_inspection type	inspection type	OUT
OUT_permit type	permit type	OUT
OUT_comment end date	comment end date	OUT
OUT_data identifier	data identifier	OUT
OUT_phone number	phone number	OUT
OUT_year est	year est	OUT
OUT_conservation	conservation	OUT
OUT_inspection date	inspection date	OUT
OUT_activity media subdivision name	activity media subdivision name	OUT
OUT_rep acres	rep acres	OUT
OUT_monitoring location identifier	monitoring location identifier	OUT
IN_company name	company name	IN
OUT_facility city	facility city	OUT
OUT_total renewable generation	total renewable generation	OUT
OUT_city	city	OUT
OUT_facility state	facility state	OUT
OUT_datum	datum	OUT
OUT_result status identifier	result status identifier	OUT
OUT_total state generation	total state generation	OUT
OUT_h mg l	h mg l	OUT
OUT_comments	comments	OUT
OUT_field name	field name	OUT
OUT_metadata uri	metadata uri	OUT
OUT_result value type name	result value type name	OUT
OUT_facility zip	facility zip	OUT
OUT_gis acres	gis acres	OUT
OUT_tot pot gpcd	tot pot gpcd	OUT
OUT_disc well	disc well	OUT
OUT_city name	city name	OUT
OUT_detection quantitation limit type name	detection quantitation limit type name	OUT
OUT_facility name	facility name	OUT
OUT_pa house districts	pa house districts	OUT
OUT_location 1	location 1	OUT
OUT_lat degree	lat degree	OUT
OUT_ind pot gpcd	ind pot gpcd	OUT
OUT_state name	state name	OUT
OUT_state	state	OUT
OUT_new york zip codes	new york zip codes	OUT
OUT_activity end date	activity end date	OUT
OUT_analytical procedure	analytical procedure	OUT
OUT_pennsylvania county boundaries	pennsylvania county boundaries	OUT
OUT_county	county	OUT
OUT_county code	county code	OUT
OUT_counties	counties	OUT
OUT_zip codes	zip codes	OUT
OUT_test method type code	test method type code	OUT
OUT_sample tissue anatomy name	sample tissue anatomy name	OUT
OUT_subject taxonomic name	subject taxonomic name	OUT
OUT_conventional hydroelectric	conventional hydroelectric	OUT
OUT_statistical base code	statistical base code	OUT
OUT_laboratory	laboratory	OUT
OUT_school districts	school districts	OUT
OUT_specimen collection method	specimen collection method	OUT
OUT_underground demonstrated reserve base	underground demonstrated reserve base	OUT
OUT_result sample fraction text	result sample fraction text	OUT
OUT_sample duration	sample duration	OUT
OUT_floor level tested	floor level tested	OUT
OUT_municipality boundary	municipality boundary	OUT
OUT_total demonstrated reserve base	total demonstrated reserve base	OUT
OUT_total dry	total dry	OUT
OUT_municipalities	municipalities	OUT
OUT_count	count	OUT
OUT_surface sup	surface sup	OUT
OUT_number of stripper oil wells	number of stripper oil wells	OUT
OUT_number of stripper gas wells	number of stripper gas wells	OUT
OUT_gas wells plugged and abandoned	gas wells plugged and abandoned	OUT
OUT_from gas wells	from gas wells	OUT
OUT_from oil wells	from oil wells	OUT
OUT_production from stripper oil wells bbls	production from stripper oil wells bbls	OUT
OUT_average daily production per well bbls	average daily production per well bbls	OUT
OUT_production from stripper gas wells thousand cf	production from stripper gas wells thousand cf	OUT
OUT_extraction loss	extraction loss	OUT
OUT_percent production from stripper oil wells	percent production from stripper oil wells	OUT
OUT_percent production from stripper gas wells	percent production from stripper gas wells	OUT
OUT_average daily production per well thousand cf	average daily production per well thousand cf	OUT
