stc_label	sentence	category
OUT_location	location	OUT
OUT_residential & commercial	residential & commercial	OUT
OUT_ind price	ind price	OUT
OUT_coalfield	coalfield	OUT
OUT_lead agency	lead agency	OUT
OUT_client	client	OUT
OUT_the geom	the geom	OUT
OUT_part	part	OUT
OUT_fee	fee	OUT
OUT_# of students	# of students	OUT
OUT_other industrial	other industrial	OUT
OUT_residential	residential	OUT
OUT_attendees	attendees	OUT
OUT_organics	organics	OUT
OUT_date	date	OUT
OUT_month	month	OUT
OUT_trans sales	trans sales	OUT
OUT_value of coal produced mill nom dollars	value of coal produced mill nom dollars	OUT
OUT_premium gas price	premium gas price	OUT
OUT_all grades gas price	all grades gas price	OUT
OUT_municipality	municipality	OUT
OUT_com price	com price	OUT
OUT_garbage	garbage	OUT
OUT_res price	res price	OUT
OUT_industrial	industrial	OUT
OUT_value of crude oil real dollars	value of crude oil real dollars	OUT
OUT_electric utilities	electric utilities	OUT
OUT_extension	extension	OUT
OUT_regular gas price	regular gas price	OUT
OUT_transportation	transportation	OUT
OUT_value of coal produced million real dollars	value of coal produced million real dollars	OUT
OUT_total price	total price	OUT
OUT_federal	federal	OUT
OUT_value of crude oil nominal dollars	value of crude oil nominal dollars	OUT
OUT_status	status	OUT
OUT_commercial	commercial	OUT
OUT_year	year	OUT
OUT_total all projects	total all projects	OUT
OUT_other biomass	other biomass	OUT
OUT_vehicle fuel deliveries	vehicle fuel deliveries	OUT
OUT_production	production	OUT
OUT_wind	wind	OUT
OUT_21	21	OUT
OUT_sego	sego	OUT
OUT_total funds	total funds	OUT
OUT_condensate production	condensate production	OUT
OUT_audience	audience	OUT
OUT_electric power	electric power	OUT
OUT_total	total	OUT
OUT_coal	coal	OUT
OUT_2	2	OUT
OUT_natural gas	natural gas	OUT
OUT_10	10	OUT
OUT_prod form 2	prod form 2	OUT
OUT_prod form 4	prod form 4	OUT
IN_season	season	IN
OUT_prod form 3	prod form 3	OUT
IN_quantity	quantity	IN
OUT_ethane deliveries	ethane deliveries	OUT
OUT_others	others	OUT
OUT_gasoline production	gasoline production	OUT
OUT_ethane ending stocks	ethane ending stocks	OUT
OUT_gasoline beginning stocks	gasoline beginning stocks	OUT
OUT_marketed production	marketed production	OUT
OUT_company	company	OUT
