stc_label	sentence	category
OUT_mineral ownership % private	mineral ownership % private	OUT
OUT_date received	date received	OUT
OUT_garbage mt	garbage mt	OUT
OUT_surface ownership % state	surface ownership % state	OUT
OUT_utah pipeline only	utah pipeline only	OUT
IN_resid	resid	IN
OUT_town or city	town or city	OUT
OUT_book cliffs	book cliffs	OUT
OUT_permit id	permit id	OUT
OUT_permit type	permit type	OUT
OUT_company city	company city	OUT
OUT_project identifier	project identifier	OUT
OUT_company name	company name	OUT
OUT_inspection date	inspection date	OUT
OUT_company state	company state	OUT
OUT_city	city	OUT
OUT_permit expiration date	permit expiration date	OUT
OUT_street address	street address	OUT
OUT_rep acres	rep acres	OUT
OUT_state land	state land	OUT
OUT_lat dd	lat dd	OUT
OUT_comments	comments	OUT
OUT_com rev	com rev	OUT
OUT_fire id	fire id	OUT
OUT_inspection result desc	inspection result desc	OUT
OUT_field name	field name	OUT
OUT_state	state	OUT
OUT_poc	poc	OUT
OUT_parent company name	parent company name	OUT
OUT_facility name	facility name	OUT
OUT_company zip	company zip	OUT
OUT_county land	county land	OUT
OUT_ag district code	ag district code	OUT
OUT_gis acres	gis acres	OUT
OUT_county	county	OUT
OUT_notes	notes	OUT
OUT_counties	counties	OUT
OUT_state name	state name	OUT
OUT_pa house districts	pa house districts	OUT
OUT_location 1	location 1	OUT
OUT_pollutant standard	pollutant standard	OUT
OUT_pa senatorial districts	pa senatorial districts	OUT
OUT_state code	state code	OUT
OUT_zr mg l	zr mg l	OUT
OUT_result measure value	result measure value	OUT
OUT_1st max non overlapping value	1st max non overlapping value	OUT
OUT_new york zip codes	new york zip codes	OUT
OUT_classification	classification	OUT
OUT_label	label	OUT
OUT_method description text	method description text	OUT
OUT_general cause	general cause	OUT
OUT_zip codes	zip codes	OUT
OUT_activity start date	activity start date	OUT
OUT_method name	method name	OUT
OUT_subunit id	subunit id	OUT
OUT_county code	county code	OUT
OUT_drilled depth ft	drilled depth ft	OUT
OUT_preparation start date	preparation start date	OUT
OUT_local site name	local site name	OUT
OUT_observation count	observation count	OUT
OUT_conventional hydroelectric	conventional hydroelectric	OUT
OUT_total rev	total rev	OUT
OUT_school districts	school districts	OUT
OUT_sample duration	sample duration	OUT
OUT_municipalities	municipalities	OUT
OUT_total demonstrated reserve base	total demonstrated reserve base	OUT
OUT_floor level tested	floor level tested	OUT
OUT_total wet after lease separation	total wet after lease separation	OUT
OUT_date of last change	date of last change	OUT
OUT_number of stripper gas wells	number of stripper gas wells	OUT
OUT_gas wells plugged and abandoned	gas wells plugged and abandoned	OUT
OUT_average daily production per well bbls	average daily production per well bbls	OUT
OUT_production from stripper gas wells thousand cf	production from stripper gas wells thousand cf	OUT
OUT_percent production from stripper oil wells	percent production from stripper oil wells	OUT
OUT_percent production from stripper gas wells	percent production from stripper gas wells	OUT
OUT_vented and flared	vented and flared	OUT
