stc_label	sentence	category
OUT_revolving construction fund board $	revolving construction fund board $	OUT
OUT_breeding status	breeding status	OUT
OUT_2009 production	2009 production	OUT
OUT_percent of state production	percent of state production	OUT
OUT_2008 gross production	2008 gross production	OUT
OUT_conservation & dev fund board $	conservation & dev fund board $	OUT
OUT_year / month	year / month	OUT
OUT_total sum all	total sum all	OUT
OUT_lead agency	lead agency	OUT
OUT_final disposition	final disposition	OUT
OUT_dec contact	dec contact	OUT
OUT_the geom	the geom	OUT
OUT_2007 production	2007 production	OUT
OUT_# of students	# of students	OUT
OUT_ind sales	ind sales	OUT
OUT_total cost / unit	total cost / unit	OUT
OUT_attendees	attendees	OUT
OUT_other industrial	other industrial	OUT
OUT_residential	residential	OUT
OUT_month	month	OUT
OUT_date	date	OUT
OUT_organics	organics	OUT
OUT_2011 production	2011 production	OUT
OUT_2013 production	2013 production	OUT
OUT_percent of total state cumulative production	percent of total state cumulative production	OUT
OUT_total cost	total cost	OUT
OUT_value of coal produced mill nom dollars	value of coal produced mill nom dollars	OUT
OUT_all grades gas price	all grades gas price	OUT
OUT_day	day	OUT
OUT_municipality	municipality	OUT
OUT_2002 production	2002 production	OUT
OUT_2006 gross production	2006 gross production	OUT
OUT_garbage	garbage	OUT
OUT_total use	total use	OUT
OUT_industrial	industrial	OUT
OUT_electric utilities	electric utilities	OUT
OUT_value of crude oil real dollars	value of crude oil real dollars	OUT
OUT_transportation	transportation	OUT
OUT_regular gas price	regular gas price	OUT
OUT_status	status	OUT
OUT_trans price	trans price	OUT
OUT_year	year	OUT
OUT_value of crude oil nominal dollars	value of crude oil nominal dollars	OUT
OUT_# of projects rcf	# of projects rcf	OUT
OUT_commercial	commercial	OUT
OUT_propane deliveries	propane deliveries	OUT
OUT_petroleum products	petroleum products	OUT
OUT_well status	well status	OUT
OUT_total all projects	total all projects	OUT
OUT_coke plants	coke plants	OUT
OUT_vehicle fuel deliveries	vehicle fuel deliveries	OUT
OUT_operator	operator	OUT
OUT_complete status	complete status	OUT
OUT_sego	sego	OUT
OUT_total funds	total funds	OUT
OUT_shape len	shape len	OUT
OUT_audience	audience	OUT
OUT_total	total	OUT
OUT_population	population	OUT
OUT_15	15	OUT
OUT_coal	coal	OUT
OUT_residential deliveries	residential deliveries	OUT
OUT_natural gas plant	natural gas plant	OUT
OUT_acres	acres	OUT
OUT_overseas exports	overseas exports	OUT
OUT_total deliveries to consumers	total deliveries to consumers	OUT
OUT_natural gas	natural gas	OUT
OUT_1	1	OUT
OUT_gasoline deliveries	gasoline deliveries	OUT
OUT_prod form 2	prod form 2	OUT
OUT_coalfield	coalfield	OUT
OUT_16	16	OUT
OUT_17	17	OUT
OUT_prod form 4	prod form 4	OUT
OUT_season	season	OUT
OUT_prod form 3	prod form 3	OUT
OUT_butane deliveries	butane deliveries	OUT
OUT_propane production	propane production	OUT
OUT_others	others	OUT
OUT_gasoline production	gasoline production	OUT
OUT_20	20	OUT
OUT_condensate ending stocks	condensate ending stocks	OUT
OUT_24	24	OUT
OUT_iso- butane beginning stocks	iso- butane beginning stocks	OUT
OUT_25	25	OUT
OUT_29	29	OUT
OUT_gasoline beginning stocks	gasoline beginning stocks	OUT
OUT_production	production	OUT
OUT_emery	emery	OUT
OUT_company	company	OUT
OUT_% of total	% of total	OUT
OUT_8	8	OUT
