stc_label	sentence	category
OUT_number of stripper gas wells	number of stripper gas wells	OUT
OUT_result depth altitude reference point text	result depth altitude reference point text	OUT
OUT_county	county	OUT
OUT_source	source	OUT
OUT_number of stripper oil wells	number of stripper oil wells	OUT
OUT_surface demonstrated reserve base	surface demonstrated reserve base	OUT
OUT_underground demonstrated reserve base	underground demonstrated reserve base	OUT
OUT_result temperature basis text	result temperature basis text	OUT
OUT_result sample fraction text	result sample fraction text	OUT
OUT_school districts	school districts	OUT
OUT_counties	counties	OUT
OUT_specimen description	specimen description	OUT
OUT_observation count	observation count	OUT
OUT_laboratory	laboratory	OUT
OUT_total demonstrated reserve base	total demonstrated reserve base	OUT
OUT_longitude	longitude	OUT
OUT_total wet after lease separation	total wet after lease separation	OUT
OUT_count	count	OUT
OUT_dry production	dry production	OUT
OUT_municipalities	municipalities	OUT
OUT_from oil wells	from oil wells	OUT
OUT_production from stripper oil wells bbls	production from stripper oil wells bbls	OUT
OUT_production from stripper gas wells thousand cf	production from stripper gas wells thousand cf	OUT
OUT_percent production from stripper gas wells	percent production from stripper gas wells	OUT
OUT_percent production from stripper oil wells	percent production from stripper oil wells	OUT
OUT_average daily production per well thousand cf	average daily production per well thousand cf	OUT
OUT_total 2002 gas production million cf	total 2002 gas production million cf	OUT
