stc_label	sentence	category
OUT_ind cust	ind cust	OUT
OUT_ins sec gpcd	ins sec gpcd	OUT
OUT_cause narr	cause narr	OUT
OUT_fee land	fee land	OUT
OUT_utah pipeline only	utah pipeline only	OUT
OUT_resid	resid	OUT
OUT_inspection type	inspection type	OUT
OUT_permit expiration date	permit expiration date	OUT
OUT_comment end date	comment end date	OUT
OUT_1st max date time	1st max date time	OUT
OUT_exceptional data count	exceptional data count	OUT
OUT_state land	state land	OUT
OUT_year est	year est	OUT
OUT_unspecified	unspecified	OUT
OUT_street address	street address	OUT
OUT_company state	company state	OUT
OUT_total gpcd	total gpcd	OUT
OUT_total renewable generation	total renewable generation	OUT
OUT_company name	company name	OUT
OUT_inspection result desc	inspection result desc	OUT
OUT_2nd max date time	2nd max date time	OUT
OUT_result measure value	result measure value	OUT
OUT_unit id	unit id	OUT
OUT_geothermal	geothermal	OUT
OUT_total state generation	total state generation	OUT
OUT_metadata uri	metadata uri	OUT
OUT_pct diff	pct diff	OUT
OUT_watershed code	watershed code	OUT
OUT_parent company name	parent company name	OUT
OUT_site num	site num	OUT
OUT_county land	county land	OUT
OUT_analysis name	analysis name	OUT
OUT_company zip	company zip	OUT
OUT_arithmetic standard dev	arithmetic standard dev	OUT
OUT_location 1	location 1	OUT
OUT_new york zip codes	new york zip codes	OUT
OUT_facility name	facility name	OUT
OUT_lat degree	lat degree	OUT
OUT_arithmetic mean	arithmetic mean	OUT
OUT_state name	state name	OUT
OUT_state code	state code	OUT
OUT_activity end date	activity end date	OUT
OUT_zip code	zip code	OUT
OUT_percent renewable	percent renewable	OUT
OUT_unit of measure	unit of measure	OUT
OUT_county name	county name	OUT
OUT_drilled depth ft	drilled depth ft	OUT
OUT_2nd max value	2nd max value	OUT
OUT_zip codes	zip codes	OUT
OUT_notes	notes	OUT
OUT_observation percent	observation percent	OUT
OUT_test end date	test end date	OUT
OUT_conventional hydroelectric	conventional hydroelectric	OUT
OUT_county	county	OUT
OUT_specimen collection date	specimen collection date	OUT
OUT_township	township	OUT
OUT_counties	counties	OUT
OUT_surface demonstrated reserve base	surface demonstrated reserve base	OUT
OUT_school districts	school districts	OUT
OUT_total rev	total rev	OUT
OUT_sample aquifer	sample aquifer	OUT
OUT_classification	classification	OUT
OUT_underground demonstrated reserve base	underground demonstrated reserve base	OUT
OUT_sample duration	sample duration	OUT
OUT_floor level tested	floor level tested	OUT
OUT_municipality boundary	municipality boundary	OUT
OUT_result particle size basis text	result particle size basis text	OUT
OUT_total dry	total dry	OUT
OUT_municipalities	municipalities	OUT
OUT_number of stripper gas wells	number of stripper gas wells	OUT
OUT_from gas wells	from gas wells	OUT
OUT_production from stripper oil wells bbls	production from stripper oil wells bbls	OUT
OUT_average daily production per well bbls	average daily production per well bbls	OUT
OUT_percent production from stripper oil wells	percent production from stripper oil wells	OUT
OUT_average daily production per well thousand cf	average daily production per well thousand cf	OUT
OUT_vented and flared	vented and flared	OUT
OUT_total 2005 gas production million cf	total 2005 gas production million cf	OUT
OUT_total 2002 gas production million cf	total 2002 gas production million cf	OUT
