stc_label	sentence	category
OUT_total 2005 gas production million cf	total 2005 gas production million cf	OUT
OUT_extraction loss	extraction loss	OUT
OUT_average daily production per well thousand cf	average daily production per well thousand cf	OUT
OUT_dry production	dry production	OUT
OUT_percent production from stripper gas wells	percent production from stripper gas wells	OUT
OUT_percent production from stripper oil wells	percent production from stripper oil wells	OUT
OUT_from oil wells	from oil wells	OUT
OUT_from shale gas wells	from shale gas wells	OUT
OUT_number of stripper gas wells	number of stripper gas wells	OUT
OUT_number of stripper oil wells	number of stripper oil wells	OUT
OUT_gas wells plugged and abandoned	gas wells plugged and abandoned	OUT
OUT_surface sup	surface sup	OUT
OUT_total wet after lease separation	total wet after lease separation	OUT
OUT_floor level tested	floor level tested	OUT
OUT_springs sup	springs sup	OUT
OUT_total rev	total rev	OUT
OUT_book cliffs	book cliffs	OUT
OUT_total gpcd	total gpcd	OUT
OUT_municipalities	municipalities	OUT
OUT_units of measure	units of measure	OUT
OUT_metric used	metric used	OUT
OUT_test method type code	test method type code	OUT
OUT_conventional hydroelectric	conventional hydroelectric	OUT
OUT_result temperature basis text	result temperature basis text	OUT
OUT_municipality name	municipality name	OUT
OUT_wasatch plateau	wasatch plateau	OUT
OUT_school districts	school districts	OUT
OUT_method description text	method description text	OUT
OUT_local site name	local site name	OUT
OUT_method name	method name	OUT
OUT_precision value	precision value	OUT
OUT_arithmetic mean	arithmetic mean	OUT
OUT_zip codes	zip codes	OUT
OUT_county name	county name	OUT
OUT_percent renewable	percent renewable	OUT
OUT_pa school districts	pa school districts	OUT
OUT_facility	facility	OUT
OUT_written comments due	written comments due	OUT
OUT_counties	counties	OUT
OUT_ind rev	ind rev	OUT
IN_county	county	IN
OUT_testing device type name	testing device type name	OUT
OUT_pa senatorial districts	pa senatorial districts	OUT
OUT_ins pot gpcd	ins pot gpcd	OUT
OUT_state name	state name	OUT
OUT_pollutant standard	pollutant standard	OUT
OUT_company zip	company zip	OUT
OUT_location 1	location 1	OUT
OUT_city name	city name	OUT
OUT_com pot gpcd	com pot gpcd	OUT
OUT_3rd max date time	3rd max date time	OUT
OUT_total state generation	total state generation	OUT
OUT_2nd max date time	2nd max date time	OUT
OUT_facility zip	facility zip	OUT
OUT_total renewable generation	total renewable generation	OUT
OUT_company address	company address	OUT
OUT_facility location	facility location	OUT
OUT_facility state	facility state	OUT
OUT_company name	company name	OUT
OUT_state land	state land	OUT
OUT_company state	company state	OUT
OUT_town or city	town or city	OUT
OUT_company city	company city	OUT
OUT_surface ownership % state	surface ownership % state	OUT
OUT_characteristic name	characteristic name	OUT
OUT_borough	borough	OUT
OUT_permit effective date	permit effective date	OUT
OUT_ind cust	ind cust	OUT
OUT_mineral ownership % private	mineral ownership % private	OUT
OUT_lease use	lease use	OUT
OUT_agree type	agree type	OUT
OUT_canada pipeline only	canada pipeline only	OUT
OUT_coastal zone status	coastal zone status	OUT
OUT_mineral ownership % state	mineral ownership % state	OUT
OUT_property type	property type	OUT
OUT_agreement	agreement	OUT
