stc_label	sentence	category
OUT_utah pipeline only	utah pipeline only	OUT
IN_result measure value	result measure value	IN
IN_activity comment text	activity comment text	IN
OUT_conservation	conservation	OUT
OUT_property name	property name	OUT
OUT_website	website	OUT
OUT_general cause	general cause	OUT
OUT_client id	client id	OUT
OUT_borough	borough	OUT
OUT_date received	date received	OUT
OUT_fee land	fee land	OUT
OUT_lon dd	lon dd	OUT
OUT_wyoming pipeline only	wyoming pipeline only	OUT
OUT_production from stripper oil wells bbls	production from stripper oil wells bbls	OUT
IN_characteristic name	characteristic name	IN
OUT_ins sec gpcd	ins sec gpcd	OUT
OUT_petro type	petro type	OUT
OUT_production from stripper gas wells thousand cf	production from stripper gas wells thousand cf	OUT
OUT_number of stripper oil wells	number of stripper oil wells	OUT
OUT_number of stripper gas wells	number of stripper gas wells	OUT
IN_hydrologic event	hydrologic event	IN
OUT_total 2005 gas production million cf	total 2005 gas production million cf	OUT
OUT_cause narr	cause narr	OUT
OUT_family name	family name	OUT
IN_activity conducting organization text	activity conducting organization text	IN
OUT_surface ownership % federal	surface ownership % federal	OUT
OUT_neral ownership % federal	neral ownership % federal	OUT
OUT_surface recoverable reserves at producing mines	surface recoverable reserves at producing mines	OUT
OUT_colorado pipeline only	colorado pipeline only	OUT
OUT_2009	2009	OUT
OUT_1999	1999	OUT
OUT_1997	1997	OUT
OUT_2004	2004	OUT
OUT_2011	2011	OUT
OUT_2003	2003	OUT
OUT_1989	1989	OUT
OUT_2012	2012	OUT
OUT_1986	1986	OUT
OUT_1984	1984	OUT
OUT_field	field	OUT
OUT_data type	data type	OUT
OUT_cumulative production	cumulative production	OUT
OUT_year discovered	year discovered	OUT
OUT_family description	family description	OUT
OUT_percent of cumulative production	percent of cumulative production	OUT
OUT_2010 gross production	2010 gross production	OUT
OUT_fed. region	fed. region	OUT
OUT_rank	rank	OUT
OUT_organics mt	organics mt	OUT
OUT_2009 production	2009 production	OUT
OUT_percent of state production	percent of state production	OUT
OUT_total rcf	total rcf	OUT
OUT_2011 production	2011 production	OUT
OUT_percent of total state cumulative production	percent of total state cumulative production	OUT
OUT_2002 production	2002 production	OUT
OUT_com sec gpcd	com sec gpcd	OUT
OUT_native american	native american	OUT
OUT_operator	operator	OUT
OUT_state and fee	state and fee	OUT
OUT_conservation & dev fund board $	conservation & dev fund board $	OUT
OUT_acct num	acct num	OUT
OUT_year / month	year / month	OUT
OUT_residential & commercial	residential & commercial	OUT
OUT_mitigation comments	mitigation comments	OUT
OUT_scientific name	scientific name	OUT
OUT_stimulus project	stimulus project	OUT
OUT_period	period	OUT
OUT_part	part	OUT
OUT_# of students	# of students	OUT
OUT_system cost	system cost	OUT
OUT_attendees	attendees	OUT
OUT_residential	residential	OUT
OUT_date	date	OUT
OUT_month	month	OUT
OUT_value of coal produced mill nom dollars	value of coal produced mill nom dollars	OUT
OUT_premium gas price	premium gas price	OUT
OUT_all grades gas price	all grades gas price	OUT
OUT_municipality	municipality	OUT
OUT_day	day	OUT
OUT_res price	res price	OUT
OUT_value of crude oil real dollars	value of crude oil real dollars	OUT
OUT_electric utilities	electric utilities	OUT
OUT_regular gas price	regular gas price	OUT
OUT_program	program	OUT
OUT_value of crude oil nominal dollars	value of crude oil nominal dollars	OUT
OUT_# of projects rcf	# of projects rcf	OUT
OUT_commercial	commercial	OUT
OUT_year	year	OUT
OUT_production	production	OUT
OUT_complete status	complete status	OUT
OUT_sego	sego	OUT
OUT_total funds	total funds	OUT
OUT_shape len	shape len	OUT
OUT_audience	audience	OUT
OUT_total	total	OUT
OUT_commercial deliveries	commercial deliveries	OUT
OUT_natural gas plant	natural gas plant	OUT
OUT_overseas exports	overseas exports	OUT
OUT_natural gas	natural gas	OUT
OUT_gasoline receipts	gasoline receipts	OUT
OUT_solar	solar	OUT
OUT_prod form 3	prod form 3	OUT
OUT_season	season	OUT
OUT_condensate receipts	condensate receipts	OUT
OUT_quantity	quantity	OUT
OUT_others	others	OUT
OUT_20	20	OUT
OUT_marketed production	marketed production	OUT
